AgeGroup,Gender,CityTier,Occupation,PlayFrequency,PlayingLevel,PlayLocation,Motivation_1,Motivation_2,RacketsOwned,PrimaryBrand,StringChangeFreq,Factor_1,Factor_2,LastPurchase,PurchaseChannel,Item_1,Item_2,PlayerType,BrandImportance,WillingToPayPremium,UsesFitnessApps,InterestInTracking,InterestInRecommendations,MonthlySpend,TooExpensivePrice,ScenarioResponse,InterestLevel,InterestBinary,EngagementScore,SeriousnessIndex,SpendingScore
18-24,Female,Tier 2,Student,Occasionally,Advanced,Outdoor,Competition,Fitness,2,Li-Ning,Monthly,Performance,Price,3-6 months,Offline store,Shoes,Shuttlecocks,Aspiring professional,Somewhat important,No,Yes,Yes,Yes,3000+,5000-10000,Buy branded,Very likely,1,5,8,8
18-24,Male,Tier 1,Student,Daily,Intermediate,Indoor courts,Fitness,Competition,1,Yonex,2-3 months,Price,Performance,>6 months,Brand store,Strings,Grips,Competitive player,Very important,Yes,Yes,Maybe,No,1500-3000,2000-5000,Skip,Likely,1,7,9,7
45+,Male,Tier 2,Working Professional,Occasionally,Intermediate,Society/club,Socializing,Competition,3+,Yonex,Monthly,Performance,Brand,1-3 months,Brand store,Grips,Shoes,Competitive player,Not important,No,Yes,Yes,Yes,1500-3000,10000+,Buy branded,Unlikely,0,4,6,6
45+,Male,Tier 3,Working Professional,Daily,Advanced,Society/club,Fitness,Stress relief,2,Yonex,Monthly,Price,Performance,1-3 months,Offline store,Shuttlecocks,Strings,Fitness-focused,Very important,Yes,No,Maybe,No,3000+,5000-10000,Borrow,Likely,1,8,11,9
Under 18,Female,Tier 2,Student,3-5/week,Intermediate,Society/club,Socializing,Competition,1,Yonex,Rarely,Brand,,1-3 months,Offline store,Apparel,Shuttlecocks,Competitive player,Somewhat important,No,No,No,Maybe,500-1500,5000-10000,Buy immediately,Unlikely,0,6,8,4
35-44,Male,Tier 1,Business Owner,Occasionally,Intermediate,Indoor courts,Fitness,Competition,3+,Yonex,2-3 months,Performance,Price,>6 months,Offline store,Shuttlecocks,Apparel,Fitness-focused,Somewhat important,Maybe,Yes,No,Yes,500-1500,2000-5000,Buy branded,Neutral,0,4,6,4
18-24,Female,Tier 1,Working Professional,Daily,Advanced,Society/club,Fitness,,3+,Yonex,2-3 months,Performance,,<1 month,Brand store,Grips,Apparel,Aspiring professional,Not important,No,Yes,Yes,No,3000+,5000-10000,Borrow,Likely,1,8,11,8
18-24,Male,Tier 3,Working Professional,Rarely,Intermediate,Indoor courts,Fitness,Stress relief,1,Yonex,2-3 months,Price,Performance,>6 months,Offline store,Strings,,Fitness-focused,Not important,No,Yes,Yes,Yes,1500-3000,5000-10000,Buy immediately,Very likely,1,3,5,6
35-44,Male,Tier 2,Working Professional,Occasionally,Advanced,Indoor courts,Competition,Fitness,1,Yonex,Monthly,Performance,,3-6 months,Offline store,Shuttlecocks,,Aspiring professional,Very important,Yes,No,Yes,Yes,1500-3000,5000-10000,Buy branded,Very likely,1,5,8,7
45+,Male,Tier 2,Others,1-2/week,Intermediate,Society/club,Stress relief,,2,Yonex,Rarely,Price,Brand,1-3 months,Offline store,Grips,Shuttlecocks,Aspiring professional,Very important,Maybe,No,Maybe,Yes,1500-3000,5000-10000,Buy branded,Likely,1,5,7,7
45+,Male,Tier 1,Working Professional,Occasionally,Intermediate,Society/club,Fitness,Competition,1,Decathlon,2-3 months,Performance,,>6 months,Brand store,Apparel,Grips,Competitive player,Somewhat important,Yes,No,No,Yes,1500-3000,5000-10000,Buy branded,Neutral,0,4,6,6
25-34,Female,Tier 2,Others,Occasionally,Beginner,Outdoor,Socializing,,1,Decathlon,Never,Brand,Recommendation,3-6 months,Brand store,Shuttlecocks,Grips,Casual player,Not important,Yes,Yes,No,Yes,0-500,5000-10000,Skip,Unlikely,0,3,4,2
18-24,Male,Tier 1,Student,3-5/week,Advanced,Indoor courts,Competition,Stress relief,3+,Decathlon,Monthly,Performance,Price,1-3 months,Online,Apparel,,Fitness-focused,Somewhat important,Yes,No,No,Yes,0-500,2000-5000,Buy branded,Likely,1,7,10,2
35-44,Female,Tier 3,Working Professional,Occasionally,Beginner,Society/club,Competition,,3+,Li-Ning,Rarely,Brand,Recommendation,3-6 months,Offline store,Shoes,,Casual player,Not important,No,No,Maybe,Yes,500-1500,5000-10000,Skip,Neutral,0,3,4,4
18-24,Male,Tier 3,Student,3-5/week,Intermediate,Outdoor,Fitness,Competition,1,Decathlon,Never,Price,,<1 month,Offline store,Apparel,Grips,Fitness-focused,Very important,Yes,No,Yes,No,1500-3000,2000-5000,Borrow,Likely,1,6,8,7
25-34,Male,Tier 1,Working Professional,1-2/week,Beginner,Indoor courts,Competition,Socializing,2,Decathlon,2-3 months,Brand,Performance,<1 month,Brand store,Grips,,Casual player,Very important,Maybe,No,Maybe,Maybe,1500-3000,2000-5000,Borrow,Likely,1,4,5,7
18-24,Male,Tier 2,Working Professional,1-2/week,Beginner,Indoor courts,Fitness,,1,Decathlon,Rarely,Performance,Price,1-3 months,Brand store,Shuttlecocks,Grips,Casual player,Very important,Maybe,Yes,Yes,No,500-1500,2000-5000,Borrow,Likely,1,4,5,5
25-34,Male,Tier 1,Business Owner,Occasionally,Intermediate,Indoor courts,Competition,,1,Li-Ning,2-3 months,Performance,Price,3-6 months,Offline store,Shuttlecocks,Strings,Casual player,Very important,Yes,No,Yes,Yes,1500-3000,2000-5000,Buy immediately,Likely,1,4,6,7
18-24,Female,Tier 2,Others,Daily,Competitive,Indoor courts,Stress relief,,1,Li-Ning,2-3 months,Brand,Performance,<1 month,Offline store,Shuttlecocks,Strings,Competitive player,Somewhat important,Yes,Yes,Yes,Yes,3000+,5000-10000,Buy immediately,Very likely,1,9,13,8
18-24,Female,Tier 3,Working Professional,3-5/week,Advanced,Society/club,Fitness,Stress relief,1,Yonex,2-3 months,Brand,Price,1-3 months,Online,Grips,Apparel,Competitive player,Somewhat important,Maybe,No,Yes,Maybe,0-500,<2000,Buy immediately,Very likely,1,7,10,2
45+,Male,Tier 2,Working Professional,1-2/week,Beginner,Outdoor,Fitness,Socializing,1,Yonex,2-3 months,Brand,Recommendation,<1 month,Online,Strings,Grips,Fitness-focused,Not important,No,Yes,Maybe,Yes,0-500,<2000,Borrow,Unlikely,0,4,5,2
Under 18,Male,Tier 1,Student,1-2/week,Competitive,Society/club,Fitness,Competition,3+,Yonex,Rarely,Price,Brand,1-3 months,Offline store,Shuttlecocks,Shoes,Aspiring professional,Very important,Yes,No,Yes,Yes,3000+,10000+,Buy immediately,Very likely,1,7,11,9
25-34,Male,Tier 1,Others,Occasionally,Intermediate,Outdoor,Fitness,,2,Yonex,Rarely,Performance,Price,1-3 months,Online,Shoes,Strings,Competitive player,Somewhat important,Maybe,No,No,Maybe,500-1500,<2000,Buy immediately,Likely,1,4,6,4
18-24,Male,Tier 3,Student,Occasionally,Intermediate,Outdoor,Fitness,Competition,2,Li-Ning,2-3 months,Brand,,1-3 months,Offline store,Shuttlecocks,,Casual player,Very important,Maybe,Yes,Yes,Maybe,500-1500,<2000,Buy branded,Likely,1,4,6,5
Under 18,Male,Tier 2,Student,3-5/week,Advanced,Society/club,Competition,Socializing,2,Li-Ning,Monthly,Recommendation,,<1 month,Online,Grips,Shuttlecocks,Competitive player,Very important,Yes,No,No,Yes,1500-3000,2000-5000,Buy immediately,Very likely,1,7,10,7
Under 18,Male,Tier 2,Student,3-5/week,Advanced,Indoor courts,Competition,Fitness,3+,Li-Ning,Rarely,Performance,Recommendation,3-6 months,Offline store,Shuttlecocks,Apparel,Fitness-focused,Very important,Yes,Yes,No,Yes,3000+,5000-10000,Buy immediately,Very likely,1,7,10,9
18-24,Male,Tier 1,Student,1-2/week,Intermediate,Society/club,Fitness,,1,Yonex,2-3 months,Brand,Recommendation,<1 month,Brand store,Grips,Shoes,Aspiring professional,Somewhat important,Maybe,Yes,Yes,No,1500-3000,2000-5000,Buy immediately,Likely,1,5,7,6
35-44,Male,Tier 1,Others,1-2/week,Intermediate,Outdoor,Fitness,Socializing,1,Decathlon,2-3 months,Performance,Brand,<1 month,Offline store,Grips,Strings,Competitive player,Very important,Yes,Yes,Yes,No,500-1500,<2000,Buy immediately,Very likely,1,5,7,5
18-24,Male,Tier 3,Student,3-5/week,Beginner,Society/club,Socializing,,1,Yonex,2-3 months,Performance,Brand,3-6 months,Offline store,Strings,Grips,Casual player,Somewhat important,Maybe,No,Yes,Maybe,0-500,2000-5000,Skip,Neutral,0,5,6,2
45+,Male,Tier 2,Working Professional,1-2/week,Advanced,Society/club,Stress relief,,1,Yonex,Monthly,Price,,1-3 months,Offline store,Shoes,Shuttlecocks,Fitness-focused,Not important,No,No,Yes,Yes,3000+,5000-10000,Buy branded,Very likely,1,6,9,8
25-34,Male,Tier 2,Working Professional,1-2/week,Beginner,Indoor courts,Socializing,Stress relief,1,Decathlon,Rarely,Price,Brand,1-3 months,Online,Grips,Shuttlecocks,Casual player,Not important,No,Yes,No,Yes,0-500,<2000,Skip,Unlikely,0,4,5,2
18-24,Male,Tier 2,Working Professional,3-5/week,Intermediate,Society/club,Socializing,,1,Decathlon,Rarely,Performance,,3-6 months,Brand store,Shoes,Shuttlecocks,Fitness-focused,Somewhat important,Yes,Yes,Maybe,Yes,3000+,<2000,Borrow,Likely,1,6,8,8
25-34,Female,Tier 3,Working Professional,1-2/week,Intermediate,Society/club,Socializing,,3+,Li-Ning,2-3 months,Recommendation,,3-6 months,Offline store,Apparel,Shuttlecocks,Fitness-focused,Very important,Yes,Yes,Yes,Yes,500-1500,2000-5000,Buy immediately,Very likely,1,5,7,5
25-34,Male,Tier 1,Working Professional,Occasionally,Beginner,Indoor courts,Fitness,,2,Li-Ning,Never,Performance,,>6 months,Online,Strings,Shuttlecocks,Casual player,Somewhat important,Maybe,Yes,No,No,3000+,10000+,Skip,Unlikely,0,3,4,8
35-44,Male,Tier 1,Working Professional,1-2/week,Intermediate,Outdoor,Fitness,Socializing,1,Others,2-3 months,Performance,Recommendation,1-3 months,Brand store,Shuttlecocks,Grips,Competitive player,Very important,Yes,No,Maybe,Maybe,500-1500,2000-5000,Borrow,Very likely,1,5,7,5
18-24,Male,Tier 2,Student,Occasionally,Beginner,Indoor courts,Fitness,Competition,1,Others,Never,Recommendation,Price,3-6 months,Offline store,Shuttlecocks,Strings,Competitive player,Somewhat important,Maybe,No,No,Maybe,500-1500,2000-5000,Skip,Unlikely,0,3,4,4
18-24,Male,Tier 2,Student,3-5/week,Beginner,Outdoor,Stress relief,,1,Decathlon,Rarely,Brand,Price,>6 months,Online,Strings,Apparel,Casual player,Somewhat important,No,Yes,Maybe,Yes,1500-3000,2000-5000,Skip,Very likely,1,5,6,6
35-44,Female,Tier 2,Working Professional,1-2/week,Intermediate,Indoor courts,Socializing,Stress relief,3+,Others,Rarely,Performance,Price,3-6 months,Brand store,Strings,Apparel,Fitness-focused,Very important,Yes,No,Yes,Yes,500-1500,<2000,Buy immediately,Very likely,1,5,7,5
45+,Male,Tier 3,Others,1-2/week,Beginner,Outdoor,Competition,,1,Li-Ning,Never,Price,Recommendation,1-3 months,Offline store,Shuttlecocks,Shoes,Casual player,Not important,Maybe,No,Yes,No,0-500,2000-5000,Skip,Likely,1,4,5,2
35-44,Female,Tier 1,Others,Occasionally,Beginner,Indoor courts,Competition,,1,Decathlon,2-3 months,Price,,<1 month,Offline store,Grips,,Casual player,Not important,No,Yes,Yes,Yes,0-500,<2000,Skip,Likely,1,3,4,2
18-24,Female,Tier 1,Student,Occasionally,Competitive,Society/club,Competition,,2,Decathlon,Monthly,Performance,Brand,>6 months,Online,Shuttlecocks,Grips,Competitive player,Very important,Yes,Yes,Yes,Yes,500-1500,10000+,Buy immediately,Likely,1,6,10,5
35-44,Male,Tier 3,Business Owner,Occasionally,Intermediate,Indoor courts,Fitness,Competition,2,Li-Ning,Monthly,Performance,Recommendation,1-3 months,Offline store,Apparel,,Fitness-focused,Not important,No,No,Maybe,Maybe,0-500,<2000,Buy immediately,Likely,1,4,6,2
18-24,Male,Tier 2,Student,Occasionally,Beginner,Society/club,Fitness,Stress relief,1,Decathlon,Never,Performance,Price,3-6 months,Offline store,Shoes,Shuttlecocks,Fitness-focused,Somewhat important,Maybe,No,Maybe,No,1500-3000,5000-10000,Borrow,Neutral,0,3,4,6
18-24,Female,Tier 2,Student,Daily,Beginner,Outdoor,Competition,,1,Yonex,Never,Performance,Price,<1 month,Offline store,Grips,,Casual player,Not important,No,Yes,No,Maybe,500-1500,<2000,Buy immediately,Neutral,0,6,7,4
18-24,Male,Tier 2,Student,Occasionally,Beginner,Indoor courts,Competition,Fitness,1,Yonex,Rarely,Price,Brand,1-3 months,Online,Strings,Apparel,Fitness-focused,Somewhat important,Maybe,Yes,No,Yes,500-1500,5000-10000,Buy immediately,Likely,1,3,4,4
25-34,Male,Tier 2,Working Professional,Occasionally,Beginner,Indoor courts,Competition,,1,Yonex,Rarely,Price,Recommendation,>6 months,Offline store,Shuttlecocks,,Fitness-focused,Not important,No,Yes,Yes,Yes,500-1500,2000-5000,Buy branded,Neutral,0,3,4,4
18-24,Male,Tier 1,Student,Rarely,Beginner,Indoor courts,Stress relief,,1,Decathlon,2-3 months,Price,Brand,1-3 months,Offline store,Grips,Shuttlecocks,Casual player,Very important,Maybe,Yes,Yes,No,500-1500,<2000,Buy branded,Neutral,0,2,3,5
18-24,Male,Tier 3,Student,Occasionally,Beginner,Indoor courts,Competition,,1,Li-Ning,Rarely,Brand,,1-3 months,Online,Strings,Apparel,Casual player,Somewhat important,Yes,Yes,Yes,Yes,0-500,<2000,Buy immediately,Very likely,1,3,4,2
35-44,Male,Tier 3,Business Owner,Occasionally,Intermediate,Indoor courts,Stress relief,,2,Yonex,2-3 months,Performance,Price,1-3 months,Online,Strings,Grips,Fitness-focused,Somewhat important,No,No,No,Maybe,1500-3000,<2000,Buy immediately,Unlikely,0,4,6,6
18-24,Male,Tier 2,Student,1-2/week,Competitive,Society/club,Competition,Fitness,2,Yonex,Monthly,Recommendation,Performance,1-3 months,Brand store,Shoes,Grips,Aspiring professional,Very important,Yes,Yes,Maybe,Maybe,1500-3000,10000+,Borrow,Very likely,1,7,11,7
Under 18,Female,Tier 2,Student,Occasionally,Intermediate,Indoor courts,Competition,Fitness,1,Decathlon,2-3 months,Performance,Price,3-6 months,Offline store,Shuttlecocks,Shoes,Casual player,Very important,Yes,No,No,Yes,500-1500,<2000,Buy immediately,Very likely,1,4,6,5
Under 18,Male,Tier 1,Student,Rarely,Beginner,Society/club,Fitness,,1,Decathlon,Never,Brand,Price,3-6 months,Online,Grips,Strings,Casual player,Somewhat important,Yes,Yes,Yes,Yes,500-1500,10000+,Skip,Very likely,1,2,3,4
45+,Female,Tier 1,Business Owner,Occasionally,Beginner,Outdoor,Fitness,,2,Decathlon,Rarely,Price,Performance,>6 months,Brand store,Shoes,,Casual player,Not important,No,Yes,Yes,Maybe,0-500,2000-5000,Buy immediately,Likely,1,3,4,2
25-34,Male,Tier 1,Working Professional,1-2/week,Intermediate,Society/club,Socializing,Stress relief,1,Li-Ning,2-3 months,Brand,Recommendation,3-6 months,Brand store,Shuttlecocks,Strings,Casual player,Somewhat important,Maybe,No,Yes,Maybe,500-1500,2000-5000,Skip,Neutral,0,5,7,4
18-24,Male,Tier 1,Student,Daily,Advanced,Indoor courts,Competition,,3+,Yonex,Monthly,Performance,Price,<1 month,Online,Grips,Shuttlecocks,Competitive player,Somewhat important,Yes,No,Yes,Yes,3000+,5000-10000,Buy branded,Very likely,1,8,11,8
35-44,Male,Tier 3,Business Owner,Occasionally,Beginner,Outdoor,Competition,Socializing,2,Decathlon,Never,Brand,,3-6 months,Offline store,Grips,Strings,Fitness-focused,Not important,Maybe,No,Yes,Yes,0-500,2000-5000,Skip,Very likely,1,3,4,2
35-44,Male,Tier 3,Business Owner,Occasionally,Beginner,Society/club,Socializing,Stress relief,1,Yonex,Never,Brand,Recommendation,3-6 months,Online,Shoes,,Fitness-focused,Not important,Maybe,No,No,Maybe,0-500,<2000,Borrow,Neutral,0,3,4,2
18-24,Male,Tier 2,Student,Occasionally,Intermediate,Indoor courts,Competition,Fitness,3+,Li-Ning,2-3 months,Performance,,<1 month,Online,Strings,Shoes,Aspiring professional,Not important,Yes,Yes,Yes,Maybe,500-1500,5000-10000,Buy branded,Very likely,1,4,6,4
25-34,Male,Tier 2,Working Professional,3-5/week,Competitive,Indoor courts,Fitness,,3+,Yonex,2-3 months,Brand,,<1 month,Online,Strings,Shuttlecocks,Competitive player,Very important,Yes,No,Yes,Yes,500-1500,2000-5000,Skip,Likely,1,8,12,5
35-44,Female,Tier 1,Others,Occasionally,Beginner,Outdoor,Competition,,1,Decathlon,Never,Performance,,<1 month,Offline store,Grips,Shuttlecocks,Casual player,Not important,Yes,Yes,Maybe,Yes,0-500,2000-5000,Skip,Likely,1,3,4,2
25-34,Male,Tier 3,Working Professional,3-5/week,Intermediate,Outdoor,Socializing,,3+,Yonex,Never,Brand,Price,<1 month,Offline store,Strings,Shoes,Competitive player,Somewhat important,Yes,No,No,Maybe,500-1500,2000-5000,Buy immediately,Neutral,0,6,8,4
18-24,Male,Tier 1,Student,Occasionally,Beginner,Indoor courts,Competition,,1,Yonex,Never,Price,,3-6 months,Brand store,Grips,Shuttlecocks,Casual player,Somewhat important,No,No,Maybe,No,0-500,2000-5000,Borrow,Very likely,1,3,4,2
35-44,Female,Tier 1,Business Owner,3-5/week,Intermediate,Indoor courts,Stress relief,,2,Yonex,Monthly,Price,Performance,<1 month,Online,Shuttlecocks,Grips,Fitness-focused,Somewhat important,Maybe,No,Maybe,Yes,1500-3000,2000-5000,Buy immediately,Likely,1,6,8,6
25-34,Female,Tier 2,Working Professional,Occasionally,Beginner,Indoor courts,Competition,Stress relief,1,Li-Ning,Rarely,Performance,,<1 month,Online,Strings,Shuttlecocks,Casual player,Not important,No,No,Yes,Yes,500-1500,<2000,Borrow,Very likely,1,3,4,4
18-24,Male,Tier 3,Working Professional,3-5/week,Intermediate,Outdoor,Stress relief,,2,Others,Rarely,Recommendation,,<1 month,Offline store,Shuttlecocks,Apparel,Fitness-focused,Very important,Yes,Yes,Maybe,Maybe,3000+,10000+,Buy immediately,Very likely,1,6,8,9
18-24,Male,Tier 3,Student,Daily,Competitive,Outdoor,Fitness,Competition,3+,Decathlon,Never,Brand,Recommendation,<1 month,Offline store,Shuttlecocks,Grips,Competitive player,Very important,Maybe,Yes,Yes,Yes,3000+,2000-5000,Buy branded,Likely,1,9,13,9
Under 18,Female,Tier 1,Student,1-2/week,Advanced,Indoor courts,Socializing,Fitness,1,Li-Ning,Monthly,Brand,Price,<1 month,Online,Shuttlecocks,Strings,Fitness-focused,Very important,Maybe,Yes,Yes,Yes,3000+,5000-10000,Buy immediately,Very likely,1,6,9,9
Under 18,Male,Tier 3,Student,3-5/week,Advanced,Society/club,Fitness,Stress relief,2,Decathlon,Monthly,Price,,1-3 months,Brand store,Shuttlecocks,Grips,Aspiring professional,Not important,Maybe,No,Yes,Yes,0-500,2000-5000,Buy branded,Likely,1,7,10,2
35-44,Male,Tier 1,Working Professional,Occasionally,Intermediate,Society/club,Competition,Stress relief,3+,Decathlon,2-3 months,Brand,Recommendation,1-3 months,Brand store,Grips,Shuttlecocks,Fitness-focused,Very important,Yes,No,Yes,Yes,1500-3000,5000-10000,Buy immediately,Very likely,1,4,6,7
Under 18,Male,Tier 1,Others,Rarely,Beginner,Indoor courts,Fitness,,1,Li-Ning,Rarely,Performance,Brand,>6 months,Online,Strings,,Fitness-focused,Not important,Maybe,Yes,Maybe,Yes,0-500,<2000,Buy immediately,Likely,1,2,3,2
18-24,Female,Tier 3,Student,Rarely,Intermediate,Society/club,Competition,,2,Li-Ning,2-3 months,Performance,Recommendation,>6 months,Offline store,Strings,Grips,Fitness-focused,Somewhat important,Maybe,Yes,Maybe,Maybe,500-1500,2000-5000,Buy immediately,Neutral,0,3,5,4
25-34,Male,Tier 3,Working Professional,3-5/week,Intermediate,Outdoor,Fitness,Socializing,1,Yonex,2-3 months,Brand,,1-3 months,Offline store,Shuttlecocks,Shoes,Competitive player,Very important,Yes,No,Yes,Yes,500-1500,2000-5000,Buy immediately,Likely,1,6,8,5
Under 18,Prefer not to say,Tier 2,Others,Occasionally,Beginner,Indoor courts,Socializing,Stress relief,1,Decathlon,Never,Performance,,<1 month,Offline store,Apparel,,Casual player,Not important,No,Yes,Yes,No,0-500,5000-10000,Skip,Neutral,0,3,4,2
45+,Male,Tier 2,Working Professional,1-2/week,Intermediate,Society/club,Fitness,,1,Yonex,Rarely,Brand,,3-6 months,Offline store,Strings,Grips,Casual player,Very important,Maybe,Yes,Maybe,No,1500-3000,2000-5000,Buy branded,Likely,1,5,7,7
18-24,Female,Tier 3,Student,Rarely,Beginner,Society/club,Fitness,Competition,1,Decathlon,Never,Brand,Price,3-6 months,Offline store,Shuttlecocks,Grips,Casual player,Not important,No,No,Maybe,Yes,0-500,<2000,Buy immediately,Unlikely,0,2,3,2
18-24,Male,Tier 3,Student,Occasionally,Intermediate,Outdoor,Fitness,Competition,2,Li-Ning,2-3 months,Recommendation,Price,1-3 months,Offline store,Shuttlecocks,Grips,Aspiring professional,Very important,Yes,Yes,Yes,Yes,1500-3000,<2000,Buy immediately,Very likely,1,4,6,7
18-24,Male,Tier 3,Student,Daily,Beginner,Outdoor,Competition,Fitness,2,Yonex,Never,Price,Brand,1-3 months,Offline store,Grips,Shoes,Casual player,Somewhat important,Maybe,No,Maybe,Maybe,0-500,<2000,Buy branded,Neutral,0,6,7,2
18-24,Female,Tier 2,Student,1-2/week,Beginner,Society/club,Socializing,Competition,1,Others,2-3 months,Performance,Recommendation,1-3 months,Offline store,Shuttlecocks,Grips,Casual player,Somewhat important,Yes,Yes,Yes,Maybe,500-1500,<2000,Buy branded,Neutral,0,4,5,4
Under 18,Male,Tier 3,Student,1-2/week,Intermediate,Outdoor,Competition,,2,Decathlon,Monthly,Performance,,1-3 months,Online,Shuttlecocks,Grips,Fitness-focused,Somewhat important,No,No,Yes,Yes,1500-3000,5000-10000,Borrow,Likely,1,5,7,6
25-34,Male,Tier 3,Working Professional,Occasionally,Intermediate,Society/club,Fitness,Competition,2,Decathlon,Never,Recommendation,Price,>6 months,Online,Grips,Shuttlecocks,Fitness-focused,Somewhat important,Maybe,Yes,Yes,No,3000+,5000-10000,Buy immediately,Very likely,1,4,6,8
45+,Male,Tier 1,Others,1-2/week,Beginner,Indoor courts,Socializing,Fitness,2,Decathlon,Rarely,Price,Recommendation,<1 month,Online,Shuttlecocks,Shoes,Fitness-focused,Somewhat important,No,No,Maybe,No,0-500,<2000,Buy immediately,Very likely,1,4,5,2
